Date,Open_Price,Close_Price,High_Price,Low_Price,Volume,Daily_Return_Pct,Volatility_Range,VIX_Close,Economic_News_Flag,Sentiment_Score,Federal_Rate_Change_Flag,GeoPolitical_Risk_Score,Currency_Index,Close_Price_Normalized
1934-09-25,84.51,85.15,85.35,83.56,5075867,0.7573,1.79,19.94,1,0.172,0,67.15,84.42,0.6492554586837436
1960-01-13,69.13,68.95,69.39,68.66,11554791,-0.2604,0.73,21.66,1,-0.803,1,88.0,88.5,0.5242651030013117
1973-09-17,23.89,22.74,25.23,20.98,18811930,-4.8137,4.25,27.31,1,0.114,0,58.53,99.07,0.1677339711442018
1963-01-28,25.46,27.42,28.44,24.98,14188703,7.6984,3.46,42.02,0,-0.636,0,7.75,101.19,0.2038422961191266
1971-10-05,2.25,4.28,5.83,1.69,15689403,90.2222,4.14,15.6,0,-0.517,0,41.55,113.53,0.025306689298665225
2010-11-30,23.64,21.86,23.87,21.39,4643674,-7.5296,2.48,45.6,1,-0.02,0,43.58,119.02,0.16094437157626723
2013-10-23,16.36,15.53,16.71,14.51,11804475,-5.0733,2.2,45.7,1,0.129,0,59.39,86.18,0.11210554741146515
1975-08-11,17.83,17.86,18.65,17.25,4091497,0.1683,1.4,35.46,0,-0.549,0,74.34,108.16,0.1300825553583828
1944-07-07,21.38,20.57,21.89,19.72,7362428,-3.7886,2.17,44.67,0,0.929,0,25.01,109.08,0.15099143584599953
2015-10-19,10.74,10.78,11.75,10.42,5874701,0.3724,1.33,26.6,1,0.988,1,48.48,90.85,0.0754571406527274
2000-04-20,70.27,69.58,70.66,69.4,3196115,-0.9819,1.26,32.03,1,-0.406,0,70.25,81.64,0.5291258390556284
1957-12-23,63.56,63.05,63.9,61.61,6741809,-0.8024,2.29,13.94,0,0.045,1,63.56,84.74,0.47874392407993205
2005-03-11,72.93,73.7,74.16,72.86,1401866,1.0558,1.3,43.91,1,-0.709,1,71.24,86.82,0.5609135097600493
1973-08-09,21.68,20.96,21.75,20.66,10062406,-3.321,1.09,33.45,1,-0.347,0,60.77,119.76,0.15400046292724326
1961-03-10,53.54,53.41,55.09,53.1,15945749,-0.2428,1.99,29.72,0,-0.347,0,33.88,85.74,0.40436694699483056
1909-08-31,19.01,17.98,19.13,17.06,4288136,-5.4182,2.07,45.21,1,0.948,1,34.91,84.02,0.13100840984491935
1991-04-23,44.6,45.9,46.39,44.21,17452071,2.9148,2.18,28.95,0,-0.809,1,98.49,98.1,0.3464238870457526
1960-05-24,62.25,61.74,62.71,60.22,2704649,-0.8193,2.49,21.54,0,-0.422,1,71.11,107.32,0.46863667926857494
1973-06-08,22.36,23.23,23.93,21.08,9213276,3.8909,2.85,34.65,0,0.736,0,27.53,84.7,0.17151454363089266
1952-02-29,96.45,96.26,98.6,94.76,17629553,-0.197,3.84,47.27,0,0.561,1,46.09,86.08,0.7349741532289176
1934-01-05,86.74,88.48,89.42,86.22,5131341,2.006,3.2,34.83,0,0.19,1,23.68,103.74,0.6749479206851323
1916-02-02,22.64,22.49,22.7,21.27,14898913,-0.6625,1.43,43.03,0,-0.088,0,69.6,87.61,0.16580510763058404
1995-04-27,38.03,38.09,38.82,37.93,17394405,0.1578,0.89,27.87,1,0.259,0,22.59,84.94,0.2861661908803333
1913-02-17,47.55,46.51,48.93,45.92,11397291,-2.1872,3.01,33.32,1,-0.619,0,66.57,117.07,0.35113031401898
1937-01-05,25.28,23.33,25.77,21.49,2239481,-7.7136,4.28,11.66,0,0.648,0,51.01,110.0,0.17228608903633977
1979-09-11,12.23,13.33,13.72,11.65,16569316,8.9943,2.07,10.3,1,-0.342,0,51.43,85.53,0.09513154849162872
1960-12-19,66.6,66.28,67.35,64.76,13052670,-0.4805,2.59,44.22,0,-0.991,1,62.59,95.71,0.5036648406758737
1992-11-17,42.2,42.7,43.93,40.59,15388061,1.1848,3.34,34.2,1,0.23,1,60.46,88.64,0.3217344340714451
1998-03-13,68.08,69.02,69.56,67.59,19189848,1.3807,1.97,27.04,1,-0.166,1,77.12,116.79,0.5248051847851245
1922-03-07,22.9,22.39,23.3,21.24,16779962,-2.2271,2.06,27.85,0,0.495,0,38.45,86.93,0.16503356222513693
1980-07-24,13.21,15.13,16.04,12.31,7497449,14.5344,3.73,33.73,1,0.985,1,55.29,105.13,0.10901936578967672
1932-08-09,117.78,116.57,118.62,116.44,18709496,-1.0273,2.18,24.13,1,0.619,1,42.33,116.89,0.8916750250752254
1979-12-07,12.8,14.14,14.93,12.43,2044646,10.4688,2.5,14.26,1,-0.824,1,85.25,103.2,0.10138106627575032
1939-07-26,12.82,13.04,14.5,11.85,11029291,1.7161,2.65,21.58,0,-0.702,0,5.85,102.45,0.0928940668158321
1912-09-06,54.63,54.22,54.92,53.51,478147,-0.7505,1.41,10.86,0,-0.999,1,72.39,116.99,0.4106164647789522
1926-12-23,90.22,89.32,90.43,88.26,18999987,-0.9976,2.17,23.85,0,0.594,1,56.8,81.77,0.6814289020908879
1999-07-19,52.72,51.71,53.52,50.79,2465856,-1.9158,2.73,45.45,1,0.232,1,31.59,109.45,0.3912506751022297
1950-01-19,71.79,72.59,73.87,70.53,10615539,1.1144,3.34,47.49,0,0.485,0,72.67,108.68,0.5523493557595864
1996-10-21,16.18,15.15,16.54,14.54,15345829,-6.3659,2.0,37.2,1,-0.474,0,5.8,85.64,0.10917367487076614
1968-08-06,3.59,2.39,3.93,1.94,17813387,-33.4262,1.99,49.46,1,0.085,0,40.67,102.03,0.010724481135714836
1961-12-18,29.74,30.43,31.19,28.26,17323226,2.3201,2.93,37.35,1,-0.023,0,63.15,88.12,0.2270658128230846
1916-05-17,23.73,22.48,24.39,21.79,15587068,-5.2676,2.6,46.2,1,0.357,0,21.48,101.25,0.16572795309003932
2010-03-19,26.68,26.03,27.26,25.98,432992,-2.4363,1.28,31.62,1,-0.681,1,40.23,91.01,0.19311781498341177
1986-09-03,37.95,36.31,38.39,36.04,4447834,-4.3215,2.35,33.86,0,0.326,1,67.79,87.01,0.2724326826633747
1928-07-18,110.95,110.37,111.01,109.44,12732575,-0.5228,1.57,34.73,0,0.172,0,57.15,117.23,0.8438392099375047
1947-09-30,71.63,72.94,74.0,70.98,6458292,1.8288,3.02,25.89,0,0.81,1,9.95,114.46,0.5550497646786512
1919-11-19,14.23,16.65,17.82,14.08,14109232,17.0063,3.74,18.76,0,-0.486,0,27.57,82.01,0.12074685595247278
1938-03-09,15.49,14.94,15.93,14.76,16839448,-3.5507,1.17,26.51,1,0.644,1,53.1,87.01,0.1075534295193272
1973-07-02,23.76,25.41,25.7,22.78,17172275,6.9444,2.92,43.34,1,-0.645,1,28.44,82.17,0.18833423346963968
1975-02-21,9.78,10.05,10.57,9.62,12013207,2.7607,0.95,14.37,1,-0.698,0,63.84,91.51,0.06982485919296351
1965-03-30,41.64,41.35,42.12,40.91,11267753,-0.6964,1.21,12.35,0,-0.874,0,76.79,114.47,0.3113185710979091
1905-05-30,72.88,75.3,75.47,72.33,18135840,3.3205,3.14,29.35,0,0.713,1,84.35,115.53,0.573258236247203
1905-06-16,78.35,78.55,79.15,77.47,3171640,0.2553,1.68,17.31,1,0.859,1,77.82,93.21,0.5983334619242342
2005-05-23,66.5,66.34,66.71,66.0,13998114,-0.2406,0.71,42.24,1,-0.31,1,55.16,83.25,0.504127767919142
2012-08-17,22.63,21.54,22.7,21.52,18575322,-4.8166,1.18,21.63,1,-0.192,1,87.7,119.96,0.15847542627883648
1942-11-09,12.36,12.44,13.02,11.28,4389121,0.6472,1.74,49.2,0,-0.115,1,21.1,102.66,0.08826479438314944
1915-11-05,30.4,28.66,30.9,28.57,2262790,-5.7237,2.33,43.75,0,0.562,0,32.36,106.57,0.21340945914667075
1951-04-13,73.97,73.94,75.22,73.11,17669976,-0.0406,2.11,37.22,0,0.618,1,63.16,84.69,0.5627652187331225
1919-10-15,4.11,6.24,6.38,3.37,9054580,51.8248,3.01,11.88,1,-0.614,0,45.17,90.72,0.04042897924542859
1991-11-07,50.91,51.2,52.18,50.76,10062652,0.5696,1.42,34.1,0,0.808,1,62.33,87.56,0.3873157935344495
1906-03-20,78.47,78.08,79.81,77.57,2895126,-0.497,2.24,11.01,0,0.796,0,56.58,89.15,0.5947071985186327
1908-01-10,59.35,58.58,60.47,58.27,10548643,-1.2974,2.2,28.11,1,0.828,0,38.96,99.29,0.4442558444564462
1919-04-10,1.31,1.81,3.16,1.14,18386974,38.1679,2.02,34.4,1,-0.31,1,15.92,94.41,0.006249517784121595
1922-01-27,21.63,21.76,21.87,21.12,18405237,0.601,0.75,37.33,0,0.673,0,72.34,95.35,0.16017282617082015
2015-05-15,5.14,5.37,6.87,3.21,2858534,4.4747,3.66,41.59,1,0.915,1,92.82,117.14,0.033716534218038725
1929-10-17,118.6,121.19,121.71,117.45,3883998,2.1838,4.26,10.52,0,-0.638,0,1.91,119.04,0.9273204228068821
1981-07-16,25.85,26.58,28.07,24.36,10178280,2.824,3.71,25.53,0,-0.868,0,71.11,101.73,0.19736131471337084
1931-10-06,121.03,121.64,122.7,120.56,17291369,0.504,2.14,28.51,1,-0.082,1,47.94,112.68,0.9307923771313942
1947-01-07,42.32,41.36,43.07,40.1,11126723,-2.2684,2.97,23.68,0,-0.769,0,34.63,102.9,0.3113957256384538
1904-11-28,78.42,79.55,80.06,78.27,5418331,1.441,1.79,26.81,1,-0.369,0,34.13,114.62,0.6060489159787052
1989-06-16,60.1,61.07,61.32,58.45,2549508,1.614,2.87,19.49,0,-0.782,0,60.33,107.12,0.46346732505207927
1942-12-18,11.75,12.25,12.61,10.17,5468313,4.2553,2.44,33.79,0,0.284,0,35.36,94.4,0.08679885811279993
1976-01-21,8.24,8.44,9.57,8.19,19952550,2.4272,1.38,44.1,0,-0.604,1,19.68,83.48,0.05740297816526502
1986-05-05,48.57,48.02,48.84,46.66,15899829,-1.1324,2.18,27.93,1,-0.857,1,98.87,118.14,0.36278064964123136
1967-09-28,12.19,10.64,14.78,10.05,2395922,-12.7153,4.73,15.27,0,0.656,0,71.51,94.19,0.07437697708510145
1992-09-30,45.64,45.91,46.53,45.17,15859098,0.5916,1.36,13.62,0,-0.709,0,43.07,89.52,0.3465010415862973
1916-10-04,27.62,27.1,27.71,27.0,18393591,-1.8827,0.71,39.1,0,-0.172,0,55.64,100.89,0.20137335082169586
1940-04-17,11.09,11.35,13.53,10.79,10210837,2.3445,2.74,42.4,0,0.712,1,65.06,92.42,0.07985494946377593
1977-12-06,23.86,23.8,25.36,21.73,6810885,-0.2515,3.63,15.92,0,0.666,1,16.81,88.75,0.1759123524419412
2007-05-01,39.1,39.32,39.38,37.93,1477061,0.5627,1.45,43.99,1,-0.371,1,58.83,102.12,0.29565619936733273
1973-05-29,21.02,20.2,21.06,19.02,14707049,-3.901,2.04,30.0,0,0.096,1,87.3,114.83,0.1481367178458452
1967-03-14,16.88,17.13,17.44,16.32,8334502,1.481,1.12,11.92,0,-0.914,1,46.85,111.95,0.1244502738986189
1918-11-13,1.0,1.0,2.15,0.83,15315981,0.0,1.32,48.6,1,0.882,1,85.62,80.25,0.0
1936-03-03,48.3,48.04,48.76,47.1,17043066,-0.5383,1.66,16.3,0,0.105,1,13.3,110.56,0.3629349587223208
2009-07-20,17.08,17.39,19.11,16.85,10456522,1.815,2.26,11.74,1,-0.506,1,56.04,86.5,0.1264562919527814
2014-12-15,9.72,9.29,10.33,9.07,906326,-4.4239,1.26,39.82,1,0.935,0,0.35,90.76,0.06396111411156545
1959-03-02,69.4,68.31,70.07,68.19,17328853,-1.5706,1.88,13.91,0,-0.238,1,58.82,93.8,0.5193272124064501
1907-07-04,44.41,43.61,44.68,42.56,13980983,-1.8014,2.12,17.87,0,-0.425,0,2.81,119.43,0.3287554972610138
1927-08-29,90.67,91.07,92.84,89.47,103961,0.4412,3.37,40.97,1,0.672,1,62.15,109.39,0.6949309466862124
1958-11-06,68.65,68.44,68.76,68.33,9287228,-0.3059,0.43,18.31,0,-0.641,1,18.57,89.86,0.5203302214335312
1916-08-10,24.38,23.61,24.81,22.64,19941161,-3.1583,2.17,29.76,0,-0.644,1,29.06,116.21,0.17444641617159168
1922-02-02,22.09,22.41,23.25,20.95,19873711,1.4486,2.3,15.05,1,-0.809,1,83.74,106.97,0.16518787130622636
1971-04-27,1.0,2.36,3.35,0.19,251693,136.0,3.54,25.11,1,-0.978,0,87.31,106.46,0.010493017514080702
1967-01-20,18.12,18.44,18.69,17.76,7554386,1.766,0.93,11.61,1,0.267,1,41.15,98.24,0.13455751870997607
1935-02-18,65.06,65.08,66.03,64.76,3876616,0.0307,1.27,33.23,1,0.183,0,26.04,109.93,0.4944062958105084
1953-04-20,76.29,75.36,77.13,73.79,1206909,-1.219,3.34,37.3,1,-0.197,0,14.29,83.15,0.5737211634904713
1977-02-03,2.58,3.22,3.52,2.01,12973427,24.8062,1.51,45.18,0,-0.024,0,16.05,89.11,0.017128308000925855
1925-04-20,83.46,83.1,84.52,82.97,7276624,-0.4313,1.55,12.58,1,-0.506,1,24.48,90.94,0.6334387778720776
1931-09-02,120.88,120.37,121.06,120.24,836594,-0.4219,0.82,38.95,0,-0.092,0,79.48,116.78,0.9209937504822159
1990-12-10,41.11,41.41,42.85,40.56,19141457,0.7297,2.29,18.31,1,-0.145,0,96.66,96.89,0.3117814983411773
1961-09-29,27.99,27.81,28.74,27.78,12379205,-0.6431,0.96,25.35,0,0.325,0,69.73,92.22,0.2068513232003703
1979-08-06,12.36,13.21,14.11,12.02,2648131,6.877,2.09,40.44,0,0.848,0,69.1,91.73,0.0942056940050922
1940-03-12,7.97,9.51,9.85,6.48,12766908,19.3225,3.37,29.36,1,0.734,0,11.23,102.08,0.0656585140035491
1945-05-30,14.66,16.36,16.71,13.4,8759805,11.5962,3.31,46.01,0,-0.799,0,28.26,111.19,0.11850937427667615
2013-09-30,11.86,12.62,12.87,10.57,5255532,6.4081,2.3,21.49,1,-0.701,0,44.17,111.89,0.08965357611295423
1914-11-03,41.87,41.6,42.96,40.84,13359472,-0.6449,2.12,39.11,1,-0.729,0,26.14,110.21,0.3132474346115269
1964-02-17,45.65,46.01,46.37,44.87,3758914,0.7886,1.5,25.72,0,0.753,0,57.21,90.57,0.3472725869917444
1987-01-22,50.9,50.09,51.34,49.79,3410165,-1.5914,1.55,34.41,0,0.992,1,95.61,95.9,0.37875163953398655
1944-03-13,22.98,21.37,23.55,21.14,1213315,-7.0061,2.41,49.39,0,0.926,1,27.96,98.28,0.15716379908957642
1953-08-27,76.43,76.79,78.82,75.99,7416224,0.471,2.83,32.12,1,0.616,1,47.16,97.73,0.5847542627883651
1988-01-20,51.87,52.01,52.44,51.38,3073336,0.2699,1.06,28.88,1,0.902,1,14.21,114.17,0.39356531131857103
2007-02-01,31.9,32.58,32.91,31.12,9063218,2.1317,1.79,19.76,1,-0.536,1,77.66,80.58,0.2436540390401975
1967-06-23,18.92,19.2,19.81,18.57,2845878,1.4799,1.24,18.52,1,-0.657,0,79.55,92.15,0.1404212637913741
1925-02-03,84.15,84.58,84.72,83.59,2613686,0.511,1.13,22.69,0,0.204,1,91.19,98.71,0.644857649872695
1963-06-24,18.15,16.17,19.59,15.34,19866782,-10.9091,4.25,28.65,0,-0.074,1,37.77,101.18,0.11704343800632667
1905-11-22,76.64,76.12,77.13,75.77,19808747,-0.6785,1.36,40.87,0,-0.336,0,21.55,85.23,0.5795849085718694
2017-07-21,19.7,19.24,20.14,18.7,11465954,-2.335,1.44,37.12,1,-0.266,0,2.81,115.65,0.14072988195355293
1971-03-18,1.17,1.0,3.14,0.13,15390838,-14.5299,3.27,10.69,1,-0.114,1,33.68,102.93,0.0
1917-08-01,15.53,16.59,17.88,13.77,3245523,6.8255,4.11,18.74,1,-0.892,0,32.08,87.57,0.12028392870920451
2016-10-03,20.3,20.9,21.72,19.63,19606380,2.9557,2.09,24.32,1,0.501,1,91.86,116.43,0.15353753568397496
1990-02-28,53.45,53.51,53.85,53.12,6875655,0.1123,0.73,47.34,1,-0.786,1,2.57,94.85,0.4051384924002777
1998-05-12,74.35,73.76,76.25,73.31,17490088,-0.7935,2.94,28.11,0,-0.676,0,77.17,104.23,0.5613764370033176
1993-12-09,35.5,36.59,37.43,35.49,3637714,3.0704,1.94,45.76,0,-0.761,1,52.72,110.72,0.27459300979862666
1995-06-06,40.64,41.02,41.93,39.7,9384154,0.935,2.23,30.8,1,0.367,0,60.58,119.21,0.3087724712599336
1903-03-25,91.65,91.19,91.95,89.66,13471172,-0.5019,2.29,43.26,0,-0.026,0,23.74,89.77,0.6958568011727488
1926-10-06,91.26,90.87,91.29,88.7,6092337,-0.4274,2.59,30.06,1,0.893,1,42.21,89.84,0.6933878558753181
1997-02-14,30.02,32.2,34.33,29.44,8936246,7.2618,4.89,41.42,0,0.114,1,58.82,113.53,0.24072216649949849
1909-03-05,22.14,22.05,23.22,21.64,6362748,-0.4065,1.58,12.28,1,0.149,1,71.23,104.49,0.16241030784661675
1958-11-18,67.03,67.82,68.48,66.41,8215085,1.1786,2.07,27.24,0,0.959,1,90.07,110.05,0.5155466399197592
1936-07-10,46.04,46.63,47.59,46.02,3984468,1.2815,1.57,12.22,1,0.703,0,17.73,115.33,0.3520561685055165
1927-10-07,91.55,90.58,93.04,89.45,12723623,-1.0595,3.59,13.29,1,0.877,0,29.82,111.16,0.6911503741995215
1918-01-14,8.14,8.42,8.44,6.62,16343558,3.4398,1.82,14.94,1,-0.458,1,86.26,82.67,0.0572486690841756
1974-07-01,2.85,1.64,3.05,1.27,13985353,-42.4561,1.78,41.76,1,-0.849,0,60.65,91.45,0.004937890594861506
1959-04-27,72.35,71.45,72.92,71.06,12050069,-1.244,1.86,24.62,1,0.249,0,23.52,114.47,0.5435537381374893
2000-05-31,65.01,64.92,65.67,64.63,18816513,-0.1384,1.04,34.47,1,-0.92,1,76.46,98.47,0.49317182316179303
1984-09-12,4.34,5.98,7.78,4.13,3164621,37.788,3.65,33.26,1,0.963,0,51.25,107.43,0.038422961191266106
1992-08-28,38.91,38.56,38.99,38.18,15752366,-0.8995,0.81,13.78,0,0.759,0,64.2,84.09,0.2897924542859347
1944-11-30,7.08,7.15,7.85,5.91,8934931,0.9887,1.94,49.71,1,-0.835,1,53.55,115.16,0.0474500424349973
1911-04-05,40.75,40.99,41.59,39.66,13733512,0.589,1.93,47.52,1,-0.991,0,82.1,96.63,0.3085410076382995
2007-04-06,41.34,40.49,41.57,40.17,10343288,-2.0561,1.4,17.01,1,-0.984,1,57.51,98.66,0.3046832806110639
1933-11-28,84.56,85.99,86.13,82.54,15931912,1.6911,3.59,30.14,1,-0.179,0,38.88,92.43,0.6557364400894992
1990-03-09,46.85,46.87,47.54,45.36,17687584,0.0427,2.18,18.6,0,0.179,0,68.63,115.73,0.35390787747858954
1985-05-27,20.51,20.82,21.46,19.13,13231483,1.5115,2.33,20.43,1,-0.748,1,12.24,95.07,0.1529202993596173
1950-05-15,68.36,68.39,68.8,67.33,623599,0.0439,1.47,19.19,1,0.116,0,93.1,96.31,0.5199444487308078
1964-06-18,38.48,37.78,38.66,36.78,4495424,-1.8191,1.88,12.52,0,0.299,0,96.48,87.34,0.28377440012344723
2010-03-29,25.58,28.04,28.78,24.63,8294175,9.6169,4.15,27.49,0,-0.554,1,31.05,89.99,0.20862587763289867
1959-01-15,66.88,66.99,67.14,66.58,3559000,0.1645,0.56,31.85,1,0.256,0,78.78,94.69,0.5091428130545481
1942-04-28,6.27,6.02,7.6,5.72,12028919,-3.9872,1.88,32.5,1,0.272,0,79.37,81.5,0.03873157935344494
1934-12-20,67.7,66.63,67.94,65.05,16272334,-1.5805,2.89,44.71,0,0.777,1,61.53,116.34,0.5063652495949387
1924-08-12,70.24,71.55,73.38,69.33,15385650,1.865,4.05,25.81,1,-0.986,0,76.65,113.56,0.5443252835429364
1952-12-15,98.1,97.09,98.1,96.19,11887780,-1.0296,1.91,23.4,0,0.206,0,55.04,104.26,0.7413779800941285
1972-04-06,22.64,21.42,23.07,21.15,10701640,-5.3887,1.92,26.72,1,-0.106,0,47.62,85.7,0.15754957179229997
1994-06-08,43.4,44.03,45.41,42.14,4430232,1.4516,3.27,40.41,0,-0.553,0,40.87,114.97,0.3319959879638916
1983-06-24,7.76,8.65,9.64,7.66,10109250,11.4691,1.98,33.44,0,-0.449,1,50.19,102.11,0.05902322351670396
1983-07-04,9.49,10.5,11.62,8.55,18968513,10.6428,3.07,48.14,0,-0.697,0,59.27,113.03,0.0732968135174755
1943-09-08,14.82,13.89,15.27,13.83,4020043,-6.2753,1.44,22.18,1,-0.354,1,16.94,114.06,0.09945220276213254
1967-05-10,11.26,11.27,13.08,10.73,11980385,0.0888,2.35,20.25,0,-0.592,1,82.31,84.95,0.07923771313941824
1934-11-27,74.52,74.53,74.89,73.5,6596543,0.0134,1.39,14.66,1,-0.922,0,66.25,82.97,0.5673173366252604
1935-09-05,56.29,55.94,58.16,55.25,9798286,-0.6218,2.91,32.38,1,0.766,0,73.07,96.5,0.42388704575264247
1982-06-11,26.32,26.77,26.98,25.01,3091484,1.7097,1.97,22.43,0,0.432,0,90.46,88.71,0.19882725098372037
1937-10-27,34.84,35.78,36.09,33.96,8540305,2.698,2.13,42.48,1,0.892,0,52.42,114.05,0.268343492014505
1950-05-05,70.55,70.95,71.06,69.08,6081501,0.567,1.98,12.52,1,0.782,0,27.08,100.97,0.5396960111102538
1927-07-25,89.59,89.02,90.3,88.17,2568635,-0.6362,2.13,46.82,1,-0.236,1,88.79,119.45,0.6791142658745466
1946-12-03,46.64,47.2,47.96,46.54,5766136,1.2007,1.42,37.7,1,-0.673,0,33.0,105.93,0.3564539773165651
1944-05-31,26.39,26.86,27.53,26.02,17748001,1.781,1.51,32.06,0,0.818,0,87.92,86.83,0.19952164184862275
1953-08-24,77.65,78.99,79.17,76.84,10332417,1.7257,2.33,33.56,1,-0.481,0,89.55,86.42,0.6017282617082014
1942-08-26,13.19,15.51,16.72,12.56,18788365,17.5891,4.16,29.89,0,0.865,0,31.67,119.52,0.11195123833037574
1911-07-19,37.14,35.02,38.39,34.59,3520690,-5.7081,3.8,48.98,1,0.768,1,60.73,96.04,0.262479746933107
1958-11-10,69.59,70.84,71.49,68.1,3285127,1.7962,3.39,15.53,0,0.38,1,2.59,105.52,0.538847311164262
2013-05-20,19.54,19.75,20.56,19.46,2429265,1.0747,1.1,46.07,1,0.803,0,88.55,82.18,0.14466476352133323
1977-03-31,17.85,17.81,18.48,17.57,836621,-0.2241,0.91,35.3,1,0.56,0,89.96,106.95,0.12969678265565926
1988-02-29,58.36,58.62,60.44,58.35,17560344,0.4455,2.09,44.99,1,0.764,0,23.0,82.33,0.44456446261862503
1994-04-28,48.04,49.72,49.98,47.85,17865753,3.4971,2.13,25.68,0,-0.039,1,1.79,91.2,0.3758969215338322
1967-06-29,18.16,19.33,20.01,17.33,450521,6.4427,2.68,37.68,1,-0.58,0,51.46,81.05,0.14142427281845535
2009-02-17,29.03,29.9,29.92,28.61,7282535,2.9969,1.31,22.42,1,0.435,0,36.24,102.43,0.2229766221742149
1999-12-02,67.07,66.67,67.4,66.6,14274150,-0.5964,0.8,39.66,0,0.579,0,26.94,107.94,0.5066738677571174
1967-02-02,19.45,19.91,21.0,18.99,5726622,2.365,2.01,14.73,0,-0.569,0,73.37,99.7,0.1458992361700486
1979-11-08,9.09,10.07,10.86,6.04,15803879,10.7811,4.82,24.44,1,-0.662,1,15.56,106.74,0.06997916827405293
1996-11-26,25.8,24.47,26.5,24.24,9936580,-5.155,2.26,29.76,1,0.549,1,71.13,111.03,0.18108170665843681
1910-06-02,31.74,32.84,34.06,31.31,18242574,3.4657,2.75,11.23,1,-0.495,1,33.09,108.64,0.24566005709436
2012-05-24,25.39,24.75,25.91,24.7,17690515,-2.5207,1.21,37.12,1,0.884,1,77.99,96.12,0.18324203379368875
2000-07-03,67.31,66.44,67.68,64.97,11601690,-1.2925,2.71,36.06,0,0.087,1,59.74,98.38,0.5048993133245891
1921-03-30,18.29,19.99,22.83,17.84,5157215,9.2947,4.99,16.52,1,0.408,0,30.06,87.21,0.14651647249440627
2008-12-25,22.56,23.38,25.35,21.9,19299949,3.6348,3.45,35.59,1,0.558,1,11.98,116.44,0.17267186173906332
1987-07-21,42.12,41.3,42.82,40.78,16638644,-1.9468,2.04,25.02,0,-0.304,1,74.18,94.97,0.3109327983951855
1959-03-18,71.13,71.11,71.72,70.07,3350400,-0.0281,1.65,14.32,0,-0.478,0,50.17,98.3,0.5409304837589692
1924-09-08,66.63,66.68,67.07,65.25,6217203,0.075,1.82,35.02,1,0.992,0,60.96,100.45,0.5067510222976621
1986-07-18,39.41,40.85,41.21,37.67,4743689,3.6539,3.54,47.37,1,0.884,0,95.41,104.5,0.30746084407067353
1918-05-17,5.94,6.11,6.63,5.94,4374174,2.862,0.69,20.96,0,-0.022,0,65.32,85.41,0.039425970218347345
2014-09-08,2.59,2.88,3.72,1.86,19547131,11.1969,1.86,46.0,0,-0.626,1,22.71,112.62,0.014505053622405676
1996-12-11,24.14,25.33,26.82,24.12,10443936,4.9296,2.7,21.1,1,-0.364,1,43.55,95.98,0.18771699714528198
1941-12-09,13.91,14.79,16.78,12.78,3956698,6.3264,4.0,13.59,1,-0.583,0,60.26,86.21,0.10639611141115653
1962-04-20,17.01,16.39,17.09,16.07,448178,-3.6449,1.02,21.55,0,-0.389,1,90.31,103.92,0.1187408378983103
2016-11-24,17.98,18.87,19.27,17.29,7480456,4.9499,1.98,11.3,1,0.588,1,48.16,118.51,0.13787516395339866
1999-06-28,52.45,52.47,52.97,51.88,6573785,0.0381,1.09,22.98,0,-0.583,0,9.72,84.72,0.39711442018362775
1916-03-21,27.02,26.85,29.17,25.07,7039691,-0.6292,4.1,29.16,1,-0.304,1,53.16,103.56,0.19944448730807807
2016-09-23,24.67,22.87,24.79,21.69,5708843,-7.2963,3.1,27.0,0,0.88,1,84.81,118.2,0.16873698017128308
1966-09-09,30.03,29.07,31.91,29.01,6632004,-3.1968,2.9,33.82,1,-0.191,1,23.3,95.67,0.21657279530900392
1959-10-30,55.48,54.65,57.41,53.75,17217114,-1.496,3.66,28.11,1,-0.384,0,66.69,102.9,0.41393411002237473
1982-02-24,24.12,26.16,26.75,23.42,2126524,8.4577,3.33,36.56,0,0.369,1,21.42,84.78,0.194120824010493
1955-05-02,59.54,58.79,59.68,58.71,14189385,-1.2597,0.97,33.86,0,0.155,0,99.51,91.15,0.4458760898078851
1991-10-11,58.71,60.16,60.22,55.48,17889927,2.4698,4.74,31.07,0,0.754,1,31.19,96.25,0.4564462618625105
1964-04-03,37.8,37.02,38.03,35.88,18976681,-2.0635,2.15,48.69,0,0.629,1,68.68,105.81,0.2779106550420492
1956-01-23,55.72,53.7,57.17,53.11,7583762,-3.6253,4.06,32.85,1,0.346,0,19.04,98.77,0.40660442867062724
1985-08-30,24.21,26.26,26.48,23.78,18676970,8.4676,2.7,46.59,1,0.921,1,80.38,91.09,0.19489236941594013
1970-08-13,25.25,25.81,26.71,24.11,16909296,2.2178,2.6,34.84,1,0.694,0,17.07,107.16,0.1914204150914281
1932-11-07,117.36,116.72,118.91,116.43,10871401,-0.5453,2.48,23.87,0,-0.326,0,28.21,87.5,0.8928323431833962
1909-04-28,16.54,16.6,17.12,15.9,3300890,0.3628,1.22,46.82,1,0.824,0,60.07,82.34,0.12036108324974926
1929-04-01,112.94,113.22,114.11,112.42,5754111,0.2479,1.69,21.7,0,0.911,1,58.08,84.51,0.8658282539927473
1930-01-17,116.69,115.82,117.59,115.42,18007960,-0.7456,2.17,47.48,0,-0.757,1,6.74,98.72,0.8858884345343723
1929-05-30,112.7,113.43,113.94,109.78,5130823,0.6477,4.16,25.93,1,-0.969,1,66.39,90.95,0.8674484993441864
